#Downloaded 28 Jan 2017 - ensembl GrCh37 biomart http://grch37.ensembl.org/biomart/martview/7137c8b25d15c013f241a06dab9bdb9f
GeneID	GeneStart	GeneEnd	Strand	AssociatedGeneName	HGNCsymbol	Chromosome_scaffold name
ENSG00000137200	37400995	37450603	1	CMTR1	CMTR1	6
ENSG00000228405	32094614	32097047	1	RNF5	RNF5	HSCHR6_MHC_COX
ENSG00000212590	152306398	152306519	1	SNORA26		7
ENSG00000265439	152435527	152435815	-1	RN7SL811P	RN7SL811P	7
ENSG00000259043	24218445	24220359	1	BRD7P1	BRD7P1	14
ENSG00000235072	25592042	25598714	-1	AC012074.2		2
ENSG00000214003	152446164	152446820	1	ATP5F1P3	ATP5F1P3	7
ENSG00000241251	43954587	43955100	-1	RP11-73B8.1		12
ENSG00000197694	131314866	131395941	1	SPTAN1	SPTAN1	9
ENSG00000118276	29202210	29265799	-1	B4GALT6	B4GALT6	18
ENSG00000249490	20612734	20614874	-1	CTD-2333M24.1		5
ENSG00000244328	152454747	152455034	1	RN7SL845P	RN7SL845P	7
ENSG00000257813	43963572	43965841	-1	RP11-73B8.2		12
ENSG00000239011	118404992	118405095	-1	snoU13		5
ENSG00000265275	152753822	152753904	1	AF104455.1		7
ENSG00000248885	118462477	118464139	-1	RP11-950K24.2		5
ENSG00000224104	152841398	152841673	-1	AC079809.2		7
ENSG00000271508	44026896	44027084	1	RP11-73B8.3		12
ENSG00000179061	25592818	25593185	-1	AC012074.1		2
ENSG00000198885	96991069	96994091	1	ITPRIPL1	ITPRIPL1	2
ENSG00000257907	44053630	44054904	1	EEF1A1P17	EEF1A1P17	12
ENSG00000207331	98627303	98627408	1	RNU6-1263P	RNU6-1263P	3
ENSG00000089053	121746048	121837699	-1	ANAPC5	ANAPC5	12
ENSG00000206486	30610400	30630349	-1	DHX16	DHX16	HSCHR6_MHC_QBL
ENSG00000240476	98699902	98701940	1	LINC00973	LINC00973	3
ENSG00000159882	44507100	44518078	1	ZNF230	ZNF230	19
ENSG00000257742	44112796	44117803	-1	RP11-350F4.2		12
ENSG00000242802	4815253	4833943	1	AP5Z1	AP5Z1	7
ENSG00000248308	20830275	20831056	-1	RP11-697E23.1		5
ENSG00000185838	19770747	19842462	-1	GNB1L	GNB1L	22
ENSG00000234722	153097005	153111048	-1	AC073236.3		7
ENSG00000135447	54969171	54982443	-1	PPP1R1A	PPP1R1A	12
ENSG00000241305	98934068	98935110	-1	ACTG1P13	ACTG1P13	3
ENSG00000257896	44130431	44134870	1	RP11-210N13.1		12
ENSG00000105988	93976089	93976550	1	NHP2P1	NHP2P1	10
ENSG00000240572	99045221	99045396	-1	RP11-121C1.1		3
ENSG00000224220	25643986	25650512	1	AC104699.1		2
ENSG00000248979	118468346	118468577	-1	LAMTOR3P2	LAMTOR3P2	5
ENSG00000199881	94031904	94032007	-1	Y_RNA		10
ENSG00000266030	99085645	99085733	-1	AC078828.1		3
ENSG00000109321	75310851	75320726	1	AREG	AREG	4
ENSG00000202297	94094220	94094321	1	Y_RNA		10
ENSG00000243296	99219191	99224352	1	RP11-779P15.1		3
ENSG00000232709	94178424	94180632	1	MARK2P9	MARK2P9	10
ENSG00000206786	118474554	118474660	1	RNU6-701P	RNU6-701P	5
ENSG00000013725	60739115	60787849	1	CD6	CD6	11
ENSG00000264536	118490332	118490411	1	MIR5706	MIR5706	5
ENSG00000207895	94200968	94201061	-1	AL161652.1		10
ENSG00000132382	4442192	4458926	-1	MYBBP1A	MYBBP1A	17
ENSG00000144426	203879602	204091101	1	NBEAL1	NBEAL1	2
ENSG00000243089	99226031	99245957	-1	RP11-779P15.2		3
ENSG00000140307	59930261	59949740	-1	GTF2A2	GTF2A2	15
ENSG00000184111	94356609	94357044	-1	RP11-366I13.3		10
ENSG00000258212	44402423	44403946	-1	RP11-624G19.1		12
ENSG00000261640	141985579	141988698	1	U66059.58		HG7_PATCH
ENSG00000187664	19366450	19373605	-1	HAPLN4	HAPLN4	19
ENSG00000269657	66539369	66542970	1	AC079210.1		17
ENSG00000244464	99316908	99342664	1	RP11-201E8.1		3
ENSG00000248286	21196829	21196969	1	RP11-811J10.1		5
ENSG00000260474	141987080	141991423	-1	PRSS3P3	PRSS3P3	HG7_PATCH
ENSG00000264313	94418801	94419055	1	RN7SL644P	RN7SL644P	10
ENSG00000266587	118593035	118593132	-1	AC027320.1		5
ENSG00000201160	25919945	25920057	-1	Y_RNA		2
ENSG00000260168	141999017	141999300	1	TRBV1	TRBV1	HG7_PATCH
ENSG00000249359	21323982	21341484	-1	RP11-374A4.1		5
ENSG00000260849	142059022	142059481	1	TRBV3-2	TRBV3-2	HG7_PATCH
ENSG00000243333	118642039	118642326	-1	RN7SL174P	RN7SL174P	5
ENSG00000202092	118781411	118781528	1	RNA5SP190	RNA5SP190	5
ENSG00000260925	142080131	142080409	1	TRBV8-1	TRBV8-1	HG7_PATCH
ENSG00000199906	40540382	40540494	-1	RNU5B-2P	RNU5B-2P	3
ENSG00000164405	132202252	132203723	1	UQCRQ	UQCRQ	5
ENSG00000222070	25945061	25945165	1	AC010150.2		2
ENSG00000234067	40628026	40628919	-1	RPL5P10	RPL5P10	3
ENSG00000259951	142094141	142094414	1	TRBV5-2	TRBV5-2	HG7_PATCH
ENSG00000196532	26045639	26046097	1	HIST1H3C	HIST1H3C	6
ENSG00000239084	118804654	118804750	-1	snoU13		5
ENSG00000226845	40637698	40638985	-1	EEF1GP3	EEF1GP3	3
ENSG00000260554	142107887	142108157	1	TRBV8-2	TRBV8-2	HG7_PATCH
ENSG00000187536	26032794	26033525	-1	TPM3P7	TPM3P7	2
ENSG00000109046	25621102	25640657	1	WSB1	WSB1	17
ENSG00000226302	40644616	40646918	-1	RP11-528N21.1		3
ENSG00000128708	172778958	172848599	1	HAT1	HAT1	2
ENSG00000224403	193711120	193711774	-1	DPPA2P3	DPPA2P3	3
ENSG00000176597	182971032	183016292	1	B3GNT5	B3GNT5	3
ENSG00000177830	867357	915058	-1	CHID1	CHID1	11
ENSG00000213663	118882826	118883301	-1	CTD-2158P22.1		5
ENSG00000171798	134973951	135039916	1	KNDC1	KNDC1	10
ENSG00000260215	142136731	142137173	1	TRBV12-1	TRBV12-1	HG7_PATCH
ENSG00000229072	40740557	40740829	-1	HMGN2P24	HMGN2P24	3
ENSG00000270618	24236871	24238207	1	RP11-388E23.4		14
ENSG00000137720	111749659	111756699	1	C11orf1	C11orf1	11
ENSG00000234287	40803036	40803290	1	RP11-761N21.2		3
ENSG00000222931	24261139	24261445	1	RN7SKP205	RN7SKP205	14
ENSG00000249919	118890945	118891353	-1	FABP5P6	FABP5P6	5
ENSG00000213931	5289582	5526847	-1	HBE1	HBE1	11
ENSG00000224917	24816763	24819006	-1	AC016694.2		Y
ENSG00000258887	24294845	24296605	-1	RP11-388E23.3		14
ENSG00000231873	40807698	40904117	1	RP11-761N21.1		3
ENSG00000239067	118945897	118946000	-1	snoU13		5
ENSG00000256258	132106436	132107748	-1	RP11-495K9.9		12
ENSG00000259334	24391456	24403777	-1	LINC00596	LINC00596	14
ENSG00000250895	118988218	118988695	-1	CTD-2158P22.4		5
ENSG00000230727	24908998	24915934	-1	RBMY2WP	RBMY2WP	Y
ENSG00000213996	19375173	19384200	-1	TM6SF2	TM6SF2	19
ENSG00000230102	193723226	193788759	-1	RP11-407B7.1		3
ENSG00000256424	132131658	132132666	-1	RP11-495K9.7		12
ENSG00000127951	76822688	76829143	-1	FGL2	FGL2	7
ENSG00000215256	24407940	24458048	-1	DHRS4-AS1	DHRS4-AS1	14
ENSG00000241481	98086678	98100408	1	AC159540.2		2
ENSG00000145819	142149949	142608576	1	ARHGAP26	ARHGAP26	5
ENSG00000187837	26055968	26056699	-1	HIST1H1C	HIST1H1C	6
ENSG00000144649	43020759	43101703	1	FAM198A	FAM198A	3
ENSG00000226634	31682228	31685807	-1	DDAH2	DDAH2	HSCHR6_MHC_COX
ENSG00000185829	44594068	44657088	-1	ARL17A	ARL17A	17
ENSG00000228240	24997731	24998862	1	TTTY17A	TTTY17A	Y
ENSG00000227532	116827602	116827794	-1	AC002542.2		7
ENSG00000183666	21341942	21589481	1	GUSBP1	GUSBP1	5
ENSG00000174109	1469745	1479345	-1	C16orf91	C16orf91	16
ENSG00000212154	132145608	132145719	1	RNA5SP377	RNA5SP377	12
ENSG00000084676	24714783	24993571	1	NCOA1	NCOA1	2
ENSG00000234259	119015892	119016775	1	CTC-507E12.1		5
ENSG00000184984	34260921	34357291	1	CHRM5	CHRM5	15
ENSG00000230785	116902972	116904942	-1	AC006326.3		7
ENSG00000230066	9334896	9342768	-1	FAM197Y3	FAM197Y3	Y
ENSG00000251293	119581143	119669197	-1	CTC-552D5.1		5
ENSG00000236493	94428502	94429500	-1	EIF2S2P3	EIF2S2P3	10
ENSG00000251975	119673244	119673348	-1	RNU6-718P	RNU6-718P	5
ENSG00000270073	9345205	9347784	1	AC006156.2		Y
ENSG00000255152	31707797	31732628	1	MSH5-SAPCD1	MSH5-SAPCD1	6
ENSG00000171428	18027986	18081198	1	NAT1	NAT1	8
ENSG00000107669	123499939	123688316	-1	ATE1	ATE1	10
ENSG00000228978	31555632	31557434	1	TNF	TNF	HSCHR6_MHC_APD
ENSG00000261036	119681602	119740532	-1	RP11-574H6.1		5
ENSG00000201412	94470256	94470365	-1	Y_RNA		10
ENSG00000225118	94637849	94638046	-1	RP11-477L16.2		10
ENSG00000159885	44529494	44537265	1	ZNF222	ZNF222	19
ENSG00000101966	122993574	123047829	1	XIAP	XIAP	X
ENSG00000226425	94819420	94820183	-1	RP11-348J12.2		10
ENSG00000135413	55024595	55028679	-1	LACRT	LACRT	12
ENSG00000196946	8290733	8341133	1	ZNF705A	ZNF705A	12
ENSG00000232805	94866629	94867140	-1	NIP7P1	NIP7P1	10
ENSG00000109846	111779289	111794446	-1	CRYAB	CRYAB	11
ENSG00000131584	1227756	1244989	-1	ACAP3	ACAP3	1
ENSG00000134153	34376218	34394149	-1	EMC7	EMC7	15
ENSG00000237417	94966614	94969384	-1	XRCC6P1	XRCC6P1	10
ENSG00000233489	153146514	153146960	1	AC091652.2		7
ENSG00000165507	45466429	45474258	-1	C10orf10	C10orf10	10
ENSG00000226509	153665750	153665911	-1	AC005588.2		7
ENSG00000180901	73028670	73061984	1	KCTD2	KCTD2	17
ENSG00000231314	31559653	31561620	-1	LTB	LTB	HSCHR6_MHC_APD
ENSG00000197599	1484384	1494557	-1	CCDC154	CCDC154	16
ENSG00000177885	73314157	73401790	-1	GRB2	GRB2	17
ENSG00000091490	25749055	25865382	-1	SEL1L3	SEL1L3	4
ENSG00000213432	95043761	95044315	-1	RP11-624L12.1		10
ENSG00000212396	95270305	95270437	-1	RNA5SP323	RNA5SP323	10
ENSG00000221352	95368343	95368456	1	AL356214.1		10
ENSG00000233096	41012032	41013069	-1	RP11-520A21.1		3
ENSG00000227995	95641050	95641695	-1	RAB11AP1	RAB11AP1	10
ENSG00000144647	43120724	43147568	-1	POMGNT2	POMGNT2	3
ENSG00000233919	41203778	41210038	-1	RP11-372H2.1		3
ENSG00000114026	9791628	9829903	1	OGG1	OGG1	3
ENSG00000180764	95717948	95721297	-1	PIPSL	PIPSL	10
ENSG00000221337	41690747	41690828	1	AC099537.1		3
ENSG00000145860	158584417	158637061	-1	RNF145	RNF145	5
ENSG00000141338	66863433	66951533	-1	ABCA8	ABCA8	17
ENSG00000235956	32123003	32129017	-1	PRRT1	PRRT1	HSCHR6_MHC_SSTO
ENSG00000252895	95806795	95806882	-1	RNY4P26	RNY4P26	10
ENSG00000222406	48931789	48931904	1	RNA5SP314	RNA5SP314	10
ENSG00000183251	5322244	5323226	-1	OR51B4	OR51B4	11
ENSG00000006652	112063023	112121072	1	IFRD1	IFRD1	7
ENSG00000207558	101518783	101518862	1	MIR487A	MIR487A	14
ENSG00000173465	65337901	65341413	1	SSSCA1	SSSCA1	11
ENSG00000207742	101520638	101520723	-1	MIR382	MIR382	14
ENSG00000266173	61780192	61819330	-1	STRADA	STRADA	17
ENSG00000164406	132208014	132210738	1	LEAP2	LEAP2	5
ENSG00000207993	101521008	101521110	1	MIR134	MIR134	14
ENSG00000184881	5344541	5345582	-1	OR51B2	OR51B2	11
ENSG00000227781	48952491	48980269	1	GLUD1P2	GLUD1P2	10
ENSG00000208027	101521738	101521848	1	MIR485	MIR485	14
ENSG00000197584	177990720	178562217	1	KCNMB2	KCNMB2	3
ENSG00000140299	59951345	59981733	-1	BNIP2	BNIP2	15
ENSG00000170279	148287657	148312952	1	C7orf33	C7orf33	7
ENSG00000214711	31395924	31456724	-1	CAPN14	CAPN14	2
ENSG00000267022	44529506	44591471	1	ZNF223		19
ENSG00000203837	118187379	118237469	1	PNLIPRP3	PNLIPRP3	10
ENSG00000100029	30972612	31003070	-1	PES1	PES1	22
ENSG00000205572	69321074	69338940	1	SERF1B	SERF1B	5
ENSG00000208004	101522556	101522637	1	MIR323B	MIR323B	14
ENSG00000242180	5363744	5364809	-1	OR51B5	OR51B5	11
ENSG00000172765	129366635	129612419	-1	TMCC1	TMCC1	3
ENSG00000141437	29339525	29340843	-1	SLC25A52	SLC25A52	18
ENSG00000207561	66420592	66420689	-1	MIR635	MIR635	17
ENSG00000207978	101526092	101526175	1	MIR154	MIR154	14
ENSG00000203585	67913609	67960906	1	RP11-542B15.1		12
ENSG00000267461	66553657	66578718	1	RP11-120M18.5		17
ENSG00000066583	128430444	128449721	1	ISOC1	ISOC1	5
ENSG00000176239	5372738	5373676	1	OR51B6	OR51B6	11
ENSG00000269048	166945369	166947709	1	Z98049.1		6
ENSG00000217643	26045338	26045819	1	PTGES3P2	PTGES3P2	2
ENSG00000267659	66587937	66760023	1	RP11-118B18.1		17
ENSG00000256077	67964977	67983767	-1	RP11-335O4.1		12
ENSG00000249141	167271582	167369612	-1	RP11-514O12.4		6
ENSG00000235872	68052771	68064699	-1	RP11-335O4.3		12
ENSG00000157927	4836686	4923350	-1	RADIL	RADIL	7
ENSG00000266269	111925282	111925382	-1	AC002395.1		12
ENSG00000218682	26079330	26079835	-1	AC010150.1		2
ENSG00000272215	112002625	112002687	-1	U7		12
ENSG00000263690	66762614	66762700	-1	AC011591.1		17
ENSG00000255970	68102827	68123255	-1	RP11-43N5.1		12
ENSG00000178386	44555520	44572144	1	ZNF223	ZNF223	19
ENSG00000267250	66789690	66793963	-1	RP11-118B18.2		17
ENSG00000234803	9355208	9364506	-1	FAM197Y2	FAM197Y2	Y
ENSG00000231749	67000855	67014464	1	ABCA9-AS1	ABCA9-AS1	17
ENSG00000197721	207818458	207911761	1	CR1L	CR1L	1
ENSG00000217718	26109833	26110075	-1	AC064847.4		2
ENSG00000176973	65339820	65341669	1	FAM89B	FAM89B	11
ENSG00000232913	95841707	95868571	-1	RP11-429H9.4		10
ENSG00000186088	76940068	77045717	-1	GSAP	GSAP	7
ENSG00000267361	67090430	67091640	-1	LOC100421166		17
ENSG00000260867	58231016	58251709	1	RP11-459F6.1		16
ENSG00000240863	58233474	58233740	-1	RN7SL645P	RN7SL645P	16
ENSG00000007944	16129356	16148479	1	MYLIP	MYLIP	6
ENSG00000265331	67095683	67095797	1	MIR4524B	MIR4524B	17
ENSG00000265331	67095683	67095797	1	MIR4524B	MIR4524A	17
ENSG00000263810	99410324	99410415	-1	AC055723.1		3
ENSG00000170276	111782966	111789574	1	HSPB2		11
ENSG00000203343	58315593	58316079	1	AC009107.1		16
ENSG00000237629	26217663	26217950	1	UQCRHP2	UQCRHP2	2
ENSG00000273374	99521543	99524902	-1	RP11-383I23.2		3
ENSG00000103056	68392231	68482591	-1	SMPD3	SMPD3	16
ENSG00000249926	132147141	132149249	1	RP11-495K9.6		12
ENSG00000260241	142155394	142155893	1	TRBV11-2	TRBV11-2	HG7_PATCH
ENSG00000267203	67314874	67315102	1	SNRPGP4	SNRPGP4	17
ENSG00000264897	99683158	99683242	-1	MIR3921	MIR3921	3
ENSG00000212379	58411956	58412052	-1	RNU6-269P	RNU6-269P	16
ENSG00000261078	58416893	58417702	-1	RP11-481J2.1		16
ENSG00000261533	99898411	99900574	1	RP11-15N24.4		3
ENSG00000252352	67351274	67351359	-1	SNORA40		17
ENSG00000261214	142162383	142162825	1	TRBV12-2	TRBV12-2	HG7_PATCH
ENSG00000252271	58418346	58418446	-1	RNU6-1110P	RNU6-1110P	16
ENSG00000267653	67473280	67497896	-1	RP1-193H18.3		17
ENSG00000259903	142195614	142196085	1	TRBV7-5	TRBV7-5	HG7_PATCH
ENSG00000199872	26265544	26265650	1	RNU6-942P	RNU6-942P	2
ENSG00000238377	99940365	99940436	-1	SNORD61		3
ENSG00000260186	58455230	58496374	1	RP11-481J2.2		16
ENSG00000215537	25012691	25013903	-1	ZNF736P11Y	ZNF736P11Y	Y
ENSG00000267194	67547499	67550002	1	RP1-193H18.2		17
ENSG00000243974	99944218	99944917	1	VTI1BP1	VTI1BP1	3
ENSG00000078618	52254863	52344477	-1	NRD1	NRD1	1
ENSG00000100883	35451163	35498773	1	SRP54	SRP54	14
ENSG00000260768	142378492	142378952	1	TRBV21-1	TRBV21-1	HG7_PATCH
ENSG00000222017	198557830	198639547	1	AC011997.1		2
ENSG00000273488	100080031	100080481	1	RP11-114I8.4		3
ENSG00000205595	75480629	75490486	1	AREGB	AREGB	4
ENSG00000261619	142383314	142383764	1	TRBV22-1	TRBV22-1	HG7_PATCH
ENSG00000252989	100364965	100365041	1	SNORA31		3
ENSG00000235440	26324186	26325005	-1	RP11-214J9.1		2
ENSG00000254445	111783460	111797595	1	HSPB2-C11orf52	HSPB2-C11orf52	11
ENSG00000200556	58530812	58530918	1	RNU6-103P	RNU6-103P	16
ENSG00000227517	67573392	67899141	1	AC003051.1		17
ENSG00000243495	100383894	100384320	-1	GMFBP1	GMFBP1	3
ENSG00000207493	58582403	58582537	-1	SNORA46	SNORA46	16
ENSG00000149300	111788756	111797596	1	C11orf52	C11orf52	11
ENSG00000247626	198570087	198573113	1	MARS2	MARS2	2
ENSG00000184698	5410607	5411664	1	OR51M1	OR51M1	11
ENSG00000260794	142421876	142422330	1	TRBVA	TRBVA	HG7_PATCH
ENSG00000206952	58593700	58593835	-1	SNORA50	SNORA50	16
ENSG00000215012	19833661	19842419	-1	C22orf29	C22orf29	22
ENSG00000260346	142436169	142436653	1	TRBV26	TRBV26	HG7_PATCH
ENSG00000213431	100629819	100631019	-1	RP11-301G23.1		3
ENSG00000231655	26363132	26364133	-1	AC011742.3		2
ENSG00000260865	58631493	58631849	-1	CTA-331F8.1		16
ENSG00000188888	36481413	36499730	-1	GPR179	GPR179	17
ENSG00000261106	142445732	142458950	1	U66061.31		HG7_PATCH
ENSG00000169607	113493930	113522254	-1	CKAP2L	CKAP2L	2
ENSG00000184321	5423827	5424777	1	OR51J1	OR51J1	11
ENSG00000201642	100671471	100671577	1	RNU6-865P	RNU6-865P	3
ENSG00000239121	58652579	58652668	1	snoU13		16
ENSG00000242573	100881938	100882830	1	ACTR3P3	ACTR3P3	3
ENSG00000267184	67703334	67703514	-1	RP1-200G19.1		17
ENSG00000245768	58767816	59142878	1	RP11-410D17.2		16
ENSG00000167360	5443341	5444436	1	OR51Q1	OR51Q1	11
ENSG00000261735	142451885	142452425	1	TRBVB	TRBVB	HG7_PATCH
ENSG00000252100	67945002	67945088	-1	AC002539.2		17
ENSG00000096872	26947037	27062928	1	IFT74	IFT74	9
ENSG00000174442	66797297	66842115	1	ZWILCH	ZWILCH	15
ENSG00000204839	144648357	144655141	-1	MROH6	MROH6	8
ENSG00000260353	142462860	142463266	1	PGBD4P1	PGBD4P1	HG7_PATCH
ENSG00000214465	26372073	26373600	1	SMARCE1P6	SMARCE1P6	2
ENSG00000237560	67957848	67979679	1	AC004562.1		17
ENSG00000196912	98108978	98206428	-1	ANKRD36B	ANKRD36B	2
ENSG00000261225	142500930	142504458	1	PRSS3P1	PRSS3P1	HG7_PATCH
ENSG00000167359	5461800	5462744	-1	OR51I1	OR51I1	11
ENSG00000212999	93895865	93898013	1	AC117834.1		8
ENSG00000187918	5474638	5475707	1	OR51I2	OR51I2	11
ENSG00000260250	142511506	142515082	1	U66061.39		HG7_PATCH
ENSG00000164106	174305852	174327531	-1	SCRG1	SCRG1	4
ENSG00000227133	26382892	26384005	1	AC011742.5		2
ENSG00000026297	167342992	167370679	-1	RNASET2	RNASET2	6
ENSG00000178980	48281829	48287943	1	SEPW1	SEPW1	19
ENSG00000254318	94146324	94179079	-1	C8orf87	C8orf87	8
ENSG00000169764	64068074	64118696	1	UGP2	UGP2	2
ENSG00000154485	127455022	127464390	-1	MMP21	MMP21	10
ENSG00000262987	142521598	142525182	1	RP11-520H11.1		HG7_PATCH
ENSG00000177917	153574407	153617767	1	ARL6IP6	ARL6IP6	2
ENSG00000181609	5509915	5510979	1	OR52D1	OR52D1	11
ENSG00000255772	68323015	68363797	1	GS1-410F4.4		12
ENSG00000224042	116903971	116904442	1	MTND4P6	MTND4P6	7
ENSG00000261808	142539536	142540431	-1	WBP1LP1	WBP1LP1	HG7_PATCH
ENSG00000268080	94241867	94242388	1	AC016885.1		8
ENSG00000235915	31565222	31568007	1	LST1	LST1	HSCHR6_MHC_APD
ENSG00000261805	142636796	142653708	1	RP11-114L10.2		HG7_PATCH
ENSG00000256835	68371887	68372167	-1	GS1-410F4.5		12
ENSG00000230605	116904447	116904584	-1	AC006326.5		7
ENSG00000237951	26384925	26385423	1	PPIL1P1	PPIL1P1	2
ENSG00000175520	5528530	5531215	-1	UBQLN3	UBQLN3	11
ENSG00000225766	24505662	24520580	1	RP11-468E2.9		14
ENSG00000260829	142807823	142808190	-1	OR9P1P	OR9P1P	HG7_PATCH
ENSG00000108106	55912652	55919145	-1	UBE2S	UBE2S	19
ENSG00000184281	2421718	2425106	1	TSSC4	TSSC4	11
ENSG00000238202	116940915	116962290	1	AC002465.2		7
ENSG00000255733	68383225	68628466	1	IFNG-AS1	IFNG-AS1	12
ENSG00000173442	65343509	65360121	1	EHBP1L1	EHBP1L1	11
ENSG00000260632	142822936	142824191	-1	OR6W1P	OR6W1P	HG7_PATCH
ENSG00000138083	45168902	45173216	1	SIX3	SIX3	2
ENSG00000214684	117080036	117080834	-1	AC003045.1		7
ENSG00000124641	41873092	41888877	-1	MED20	MED20	6
ENSG00000130349	107349407	107372546	1	C6orf203	C6orf203	6
ENSG00000164107	174446120	174451380	-1	HAND2	HAND2	4
ENSG00000049759	55711599	56068772	1	NEDD4L	NEDD4L	18
ENSG00000225378	26894122	26897332	-1	AC015977.6		2
ENSG00000199801	67982127	67982235	1	Y_RNA		17
ENSG00000180815	19378174	19533379	-1	MAP3K15	MAP3K15	X
ENSG00000176043	73396320	73396638	-1	RP1-146I3.1		14
ENSG00000001460	24683489	24743424	-1	STPG1	STPG1	1
ENSG00000230258	68013465	68125000	-1	AC002539.1		17
ENSG00000156006	18248755	18258728	1	NAT2	NAT2	8
ENSG00000233974	21481436	21484120	-1	RP11-823P9.3		5
ENSG00000260513	57187307	57207557	-1	ZNF479	ZNF479	HG736_PATCH
ENSG00000072364	132211071	132299326	-1	AFF4	AFF4	5
ENSG00000103249	1494935	1525581	-1	CLCN7	CLCN7	16
ENSG00000267603	68047418	68064236	1	LINC01028	LINC01028	17
ENSG00000264537	56933773	56933842	-1	AC118758.2		HG736_PATCH
ENSG00000225024	26901087	26901378	-1	AC015977.5		2
ENSG00000261676	56943078	56949839	-1	RP13-580B18.1		HG736_PATCH
ENSG00000115977	69688532	69901481	-1	AAK1	AAK1	2
ENSG00000123384	57522276	57607134	1	LRP1	LRP1	12
ENSG00000186026	44576297	44593766	1	ZNF284	ZNF284	19
ENSG00000174111	36508111	36556019	1	SOCS7	SOCS7	17
ENSG00000244432	68395174	68395328	-1	RPL39P28	RPL39P28	12
ENSG00000185658	40556102	40693485	-1	BRWD1	BRWD1	21
ENSG00000161634	55038375	55042277	-1	DCD	DCD	12
ENSG00000261137	57008034	57012046	-1	RP11-220H4.2		HG736_PATCH
ENSG00000152430	198591603	198651486	-1	BOLL	BOLL	2
ENSG00000270114	153723372	153735689	-1	RP5-1048B16.1		7
ENSG00000203563	21493692	21494062	1	AC138951.1		5
ENSG00000153339	29409136	29533099	-1	TRAPPC8	TRAPPC8	18
ENSG00000272130	21569864	21570154	1	RP11-360I2.1		5
ENSG00000187902	55940107	55954230	-1	SHISA7	SHISA7	19
ENSG00000143437	150782181	150849244	-1	ARNT	ARNT	1
ENSG00000203335	153752670	153756646	-1	AC006019.3		7
ENSG00000236946	68429547	68430633	1	HNRNPA1P70	HNRNPA1P70	12
ENSG00000233363	153789286	153793128	-1	AC006019.4		7
ENSG00000256708	68537098	68537470	1	RP11-444B24.2		12
ENSG00000236408	154630098	154657193	-1	RP11-476H24.1		7
ENSG00000112514	33384219	33386094	-1	CUTA	CUTA	6
ENSG00000164332	158690089	158713044	1	UBLCP1	UBLCP1	5
ENSG00000266788	57023478	57023557	-1	MIR4283-1	MIR4283-2	HG736_PATCH
ENSG00000266788	57023478	57023557	-1	MIR4283-1	MIR4283-1	HG736_PATCH
ENSG00000145835	27050037	27050388	-1	CDKN2AIPNLP2	CDKN2AIPNLP2	2
ENSG00000272760	154742936	154743898	1	RP11-5C23.1		7
ENSG00000175518	5535623	5537935	-1	UBQLNL	UBQLNL	11
ENSG00000273183	154748139	154748817	1	RP11-5C23.2		7
ENSG00000251301	68726668	68845443	-1	RP11-81H14.2		12
ENSG00000200424	58778155	58778261	-1	RNU6-1155P	RNU6-1155P	16
ENSG00000273344	154795158	154797413	1	PAXIP1-AS1	PAXIP1-AS1	7
ENSG00000253766	21616371	21779631	1	RP11-804N13.1		5
ENSG00000244003	58804428	58804722	1	RN7SL143P	RN7SL143P	16
ENSG00000006282	48620419	48633213	1	SPATA20	SPATA20	17
ENSG00000164616	135266006	135287280	1	FBXL21	FBXL21	5
ENSG00000164117	175157809	175205415	-1	FBXO8	FBXO8	4
ENSG00000260451	58810444	58811467	1	GEMIN8P2	GEMIN8P2	16
ENSG00000238168	112019179	112019607	1	RP11-686G8.1		12
ENSG00000228727	31730576	31732628	1	SAPCD1	SAPCD1	6
ENSG00000144741	66119285	66438540	1	SLC25A26	SLC25A26	3
ENSG00000212122	112768251	112770728	-1	TSSK1B	TSSK1B	5
ENSG00000242423	58859795	58860272	1	RP11-451N19.1		16
ENSG00000170577	45232300	45236569	-1	SIX2	SIX2	2
ENSG00000258099	112037302	112038060	1	RP11-686G8.2		12
ENSG00000230286	27173176	27232675	-1	AC013472.4		2
ENSG00000180871	218990012	219001976	1	CXCR2	CXCR2	2
ENSG00000264816	57032941	57033200	1	Metazoa_SRP		HG736_PATCH
ENSG00000221615	21734320	21734413	1	AC140132.1		5
ENSG00000261638	58881711	58914117	-1	RP11-700H13.1		16
ENSG00000125875	416124	443197	-1	TBC1D20	TBC1D20	20
ENSG00000141741	37884749	37887040	-1	MIEN1	MIEN1	17
ENSG00000267680	44598492	44612479	1	ZNF224	ZNF224	19
ENSG00000157884	26804070	26864236	-1	CIB4	CIB4	2
ENSG00000244043	59122741	59122995	1	RPS27P27	RPS27P27	16
ENSG00000178928	48304500	48322308	-1	TPRX1	TPRX1	19
ENSG00000261144	59200855	59201056	-1	RP11-102D18.1		16
ENSG00000137198	16238811	16295780	1	GMPR	GMPR	6
ENSG00000238601	59448677	59448749	1	AC040163.1		16
ENSG00000200062	59574030	59574170	1	RNU4-58P	RNU4-58P	16
ENSG00000205500	27207644	27237480	-1	AC013472.3		2
ENSG00000270222	59689506	59690240	1	RP11-105C20.3		16
ENSG00000063241	55964352	55973710	-1	ISOC2	ISOC2	19
ENSG00000260013	59788365	59788930	-1	APOOP5	APOOP5	16
ENSG00000074054	122095352	122407163	-1	CLASP1	CLASP1	2
